source;target
75453;77809
75453;78729
75453;79462
75453;80667
75453;82957
75453;83019
75453;83124
77809;82128
77809;77922
77809;79126
77809;79347
77809;79607
77809;84446
77809;84550
77809;84677
77809;85277
78729;81462
78729;85054
78729;83027
75668;79462
79462;80624
79462;82583
76883;79462
79462;83227
80667;81732
78523;80667
80667;81778
80667;84473
80667;83811
79535;80667
80667;85581
80667;80761
80667;85801
80837;82957
75474;83019
83019;85232
83019;84060
83019;83142
82298;83019
79904;83019
79505;83019
83019;83111
83019;86019
75815;83124
76648;83124
83124;84262
83124;83472
75454;83632
78234;83632
79561;83632
83395;83632
78581;83632
83632;83845
82463;83632
83632;84928
75455;79392
75455;82852
75455;85978
79392;80218
79392;83703
77218;79392
79392;83058
79392;84062
79392;84302
81386;82852
82600;82852
82242;85978
79442;85978
85110;85978
83851;85978
75456;75815
75456;75865
75456;77059
75456;78602
75456;82254
75456;83871
75815;78413
75815;78424
75815;80144
75815;85395
75865;79593
75865;80223
75865;80739
75865;82942
77059;84040
77059;79240
77059;83449
77059;84051
76186;78602
80093;82254
80347;82254
82254;86220
79323;82254
81605;82254
83471;83871
77158;83871
75457;77411
75457;80760
75457;85184
75457;85591
75457;85775
75599;77411
77411;84670
77411;77655
77411;83079
77411;79077
75493;80760
80760;85455
80760;85611
79980;80760
80213;80760
80760;81858
78751;85184
84789;85184
79313;85184
80099;85184
79739;85184
83991;85184
80225;85184
78706;85184
78765;85184
78629;85184
82302;85184
82191;85591
81809;85591
85591;86081
85591;85725
82501;85591
79864;85591
77038;85775
76918;85775
83893;85775
75459;77408
75459;78267
75459;78354
75459;78548
75459;78875
75459;84388
75675;77408
78267;80047
78354;80610
78354;81506
78354;81984
78354;84911
78506;78548
78548;80295
78548;85581
78875;82443
76854;78875
78875;85137
80734;84388
82424;84388
84324;84388
75460;78665
75460;79748
75460;82168
75460;83217
75460;83486
78665;83837
75518;78665
75791;78665
78665;81315
78665;85056
78665;84486
79748;82374
79748;81729
79748;80122
79562;79748
77683;79748
79748;80988
80154;82168
78922;82168
82168;85684
83217;85156
82733;83486
83197;83486
76294;83486
76797;83486
83038;83486
78468;83486
75461;80244
75461;81365
75461;84464
75461;85573
80244;81141
81365;85218
75522;84464
80714;84464
84378;84464
80088;84464
84464;85227
82895;84464
77062;85573
77691;85573
75462;82274
75462;85512
80812;82274
75688;82274
76334;82274
78957;82274
81814;82274
81583;85512
76549;85512
76506;85512
81574;85512
81930;85512
75463;80469
75463;85386
75463;85459
76281;80469
80469;81588
79665;80469
80469;83625
80469;82663
76648;85386
78980;85386
79205;85386
84189;85386
76970;85386
77071;85386
78327;85386
80186;85386
85386;85433
82182;85459
84232;85459
79658;85459
75464;76180
75464;80994
75464;84666
75464;85921
76004;76180
76180;76524
76180;76535
76180;77607
76180;83181
76180;84956
80994;81056
79499;80994
80994;81345
80994;82204
80994;85583
75747;84666
76844;84666
79933;84666
81385;84666
80308;84666
77614;84666
78003;84666
84536;84666
77663;85921
82209;85921
75465;80878
75465;85479
80878;81392
80973;85479
80132;85479
75466;76858
75466;77324
75466;83537
75466;84122
76047;76858
76858;83901
76858;78822
77324;81669
77324;78030
76137;77324
77324;78117
77324;84516
77324;85714
76185;83537
76953;83537
83354;83537
81081;83537
83537;84718
83537;85419
81410;83537
83283;83537
75535;84122
82436;84122
79257;84122
78327;84122
83556;84122
75467;79601
75467;81670
79601;83454
79601;84801
77996;79601
79601;82918
78303;81670
75988;81670
80730;81670
75468;78269
75468;80946
75468;83517
78269;85984
78269;78868
80680;80946
80946;81378
77592;80946
80946;83642
80946;83915
80946;83728
83517;85878
75469;79651
75469;85677
79651;85761
76318;79651
78642;79651
79651;83501
79651;81523
79539;85677
76473;85677
80640;85677
82073;85677
76295;85677
79634;85677
77502;85677
85305;85677
75470;77088
75470;78034
77088;85817
76185;77088
77088;84885
76622;77088
77088;84416
77088;82762
78034;79064
78034;78443
76169;78034
78034;78616
78034;79815
78034;80249
78034;85694
75471;78496
75471;83338
75471;84694
75471;85946
77151;78496
76487;78496
76164;78496
78496;81210
78496;80191
78496;81833
83338;83983
78900;83338
83338;84854
83338;86127
78806;83338
81105;83338
83338;85318
83719;84694
82829;84694
84694;85047
83754;84694
82351;85946
84856;85946
75920;85946
79214;85946
75472;78136
75472;81949
75472;83265
75472;84812
78136;85035
76874;78136
78136;79467
78136;81750
78136;82744
76408;81949
77767;81949
77807;81949
79477;81949
75610;83265
83265;85304
77654;83265
84812;85643
84613;84812
75473;76617
75473;77746
75473;77947
75473;81374
75473;81775
75473;83597
76617;84842
75686;76617
76617;77930
76617;83653
76617;83793
77746;83142
76728;77746
77746;82776
77746;79447
77947;81128
76683;81374
81374;82066
76534;81374
81374;82740
77284;81374
81374;84031
75652;81775
79681;81775
81775;86219
78318;81775
81775;85685
77589;83597
78118;83597
79138;83597
83597;85054
82049;83597
75474;75486
75474;76235
75474;76348
75474;77114
75474;78278
75474;83837
75474;84930
75474;85394
75486;77008
76235;77266
76235;80026
76235;79331
76235;86139
76348;85609
76348;86064
76348;78773
76348;76491
76348;83552
77114;77785
77114;81617
77114;82611
78278;82426
78278;78373
78278;79173
78278;81493
76299;83837
80723;83837
79997;83837
75529;84930
84157;84930
76759;84930
77587;84930
80743;84930
77544;85394
78028;85394
77758;85394
80735;85394
75475;78005
75475;82687
75475;84645
76276;78005
76725;78005
78005;79364
80218;82687
81256;82687
76068;82687
81439;82687
79799;82687
79016;82687
82687;85254
84645;86113
84645;84858
75476;78504
75476;80198
75476;81064
75894;78504
77616;78504
78504;83538
78504;82571
80198;84627
78529;80198
80198;84972
79846;80198
80198;82908
81064;84904
78945;81064
81064;85520
75477;75819
75477;77336
75477;78733
75477;80327
75477;82792
75819;82834
75819;76114
75819;82241
77336;77959
77336;83563
77336;81585
75663;78733
75837;78733
76184;78733
78733;82473
77212;78733
78733;83381
78202;78733
78733;82411
80327;85943
76610;80327
76622;80327
82792;84740
79296;82792
82792;85589
75478;75512
75478;78994
75478;80791
75478;83364
75478;85528
75512;77583
75512;79797
75512;80699
75512;82148
75512;83277
75512;86046
78994;79259
78994;81459
77792;78994
78388;78994
78001;78994
78994;81565
78994;80880
80791;85897
83364;86136
76536;83364
77581;83364
79613;83364
79635;83364
83364;84276
78370;83364
78066;83364
81900;83364
84788;85528
80507;85528
75753;85528
83705;85528
75479;81685
75479;84924
81685;84569
80910;81685
81685;83319
81685;84505
79466;84924
78439;84924
75480;80153
75480;82311
80153;81462
80153;85346
78853;80153
80153;82020
79298;82311
82311;85136
82311;83447
82311;84851
75481;76418
75481;79626
75481;80188
75481;84999
75481;85155
75481;85833
76418;81228
76418;85204
79626;85673
78792;79626
79626;82229
79626;84641
79315;79626
76735;79626
79626;81817
78984;79626
80188;83754
80188;82930
80188;82621
80954;84999
83844;84999
84999;85045
84999;85522
80831;84999
76233;85155
80050;85155
80874;85155
76675;85833
84617;85833
85833;85965
75482;75491
75482;75623
75482;75936
75482;79425
75482;80323
75491;81134
75491;82374
75491;85673
75623;81283
75623;82002
75623;84126
75623;84258
75623;85139
75623;85452
75936;82276
79425;85519
79425;83621
76699;80323
77127;80323
80323;82773
79142;80323
80323;84630
75483;77983
75483;78691
75483;82522
75483;83798
75483;84333
77983;81187
77983;86012
77983;86039
78691;85655
78691;80712
78691;80622
78691;79115
78691;79974
78691;83022
78573;82522
78289;82522
83798;84716
80912;83798
83798;85968
81731;83798
81782;84333
75484;75887
75484;76049
75484;79672
75484;82297
75887;76945
75887;77326
75887;85476
76049;78836
75761;76049
76049;82059
76049;78593
76049;82778
79672;85156
79672;80271
79672;81222
79672;82540
77867;79672
80043;82297
80624;82297
80286;82297
76606;82297
78969;82297
82297;85588
75485;81435
75485;82380
75485;83777
75485;85817
75485;85984
81243;81435
81435;81876
76366;81435
77409;81435
79979;81435
81435;82067
79523;82380
79950;85817
80157;85817
82076;85817
79616;85817
80970;85984
82404;85984
76142;77008
77008;83891
77008;82130
77008;83661
77008;85966
75487;76567
75487;81842
76567;80295
76567;79371
76567;84897
76567;76573
76567;78196
76567;80242
76567;81872
76567;81976
76567;84923
80019;81842
76143;81842
77638;81842
75488;77005
75488;79043
75488;80578
75488;82249
75488;82677
75488;82693
77005;77754
76962;77005
77005;83045
77005;79954
79043;84463
79043;81827
77140;79043
77871;79043
79043;81797
79043;85100
79043;85230
76199;80578
79773;80578
78139;82249
78293;82677
76627;82677
82677;84238
80624;82693
76117;82693
80830;82693
82693;84658
75489;78840
75489;79201
75489;81515
75489;83877
75489;84245
77860;78840
77209;78840
77019;78840
79201;81028
79201;81441
79201;85855
79201;80346
78414;81515
81515;82147
81515;81823
79303;81515
77650;83877
81894;83877
83877;85933
83877;85871
81538;83877
84245;84527
78317;84245
84245;85460
82994;84245
75490;75530
75490;78872
75490;83314
75490;84738
75490;85320
75530;79737
75530;80043
75530;80451
75530;84370
78872;82043
76354;78872
78872;84416
76953;78872
78872;82988
83314;84612
83417;84738
77920;84738
81273;84738
82665;84738
83457;85320
85320;85821
77386;85320
78725;85320
81134;83456
81134;84012
77441;81134
76578;81134
81134;84201
82374;83070
81392;82374
79782;82374
82374;83896
81248;85673
76226;85673
76741;85673
77391;85673
75492;79705
75492;82564
75492;83013
75492;85524
75572;79705
75876;79705
75995;79705
76635;79705
79705;82390
82564;84150
82564;85473
83013;83754
83013;86146
76225;85524
81939;85524
76357;85524
76804;85524
82812;85524
78206;85524
78975;85524
82501;85524
75493;77374
75493;77447
75493;79259
75493;85568
77374;78176
77374;78511
77374;81020
77447;84157
77447;84089
77447;86130
77447;78508
77447;79149
77447;80802
77447;82720
77447;82832
77851;79259
78705;79259
79259;83155
79259;84476
79259;86149
80928;85568
85568;86153
82445;85568
81948;85568
81240;85568
81117;85568
75494;75899
75494;81088
75494;82834
75494;85943
75899;77439
75899;82417
75899;84576
75899;84993
75894;81088
80101;81088
81088;82970
77500;82834
77641;82834
82834;83468
82286;82834
77695;82834
82834;84910
77448;85943
78085;85943
75495;77903
75495;78842
75495;79566
76048;77903
77903;78774
77412;77903
77903;78474
77903;82268
77903;83011
78842;84392
78842;83359
77768;78842
77840;78842
78842;79730
79151;79566
79566;83149
79566;79893
76749;79566
79566;83642
79532;79566
79566;81209
75496;76383
75496;77999
75496;78288
75496;80087
75496;80333
75496;81656
75496;84204
75496;84496
75496;85361
76383;84764
76383;85603
76383;78698
76383;80638
76383;81151
76383;85213
76702;77999
77999;82257
77999;83538
77999;81722
77053;77999
77999;84020
77999;82494
77999;82459
77999;85007
77999;78518
77999;84749
78288;82609
78288;82215
78288;84682
77448;80087
80015;80087
75883;80333
80333;80611
79799;80333
79927;80333
79546;80333
80333;84041
81656;85859
77778;81656
81656;83110
81656;83248
75775;84204
82858;84204
84204;84697
81286;84204
84496;85513
84496;84758
76373;84496
82800;85361
79861;85361
77293;85361
84048;85361
85361;86030
81368;85361
80444;85361
83958;85361
75497;77266
75497;79987
77266;81107
77266;85346
77266;79881
77266;81014
77266;83125
77266;79280
77266;78259
77266;79349
77266;79678
77266;81810
77266;86015
79987;85650
76533;79987
78948;79987
79987;86145
75498;75699
75498;78393
75498;79493
75498;80972
75699;78044
75699;81311
75699;81512
75699;85418
78393;82722
75903;78393
75993;78393
78393;83025
77120;78393
78393;85032
76266;79493
79493;83216
79493;85549
76997;79493
77018;79493
77344;79493
79493;80421
79493;83905
75528;80972
78789;80972
77468;80972
79986;80972
80972;83972
80972;81646
79854;80972
75499;77167
75499;81153
75499;83935
75499;84004
77167;80264
77167;80342
77167;78655
77167;78564
77167;85356
77167;86076
81153;81520
81153;81414
79194;81153
81153;83085
78585;81153
81153;82653
81153;81427
81153;85502
75520;83935
83935;84763
81307;83935
82809;83935
84004;84699
81846;84004
80779;84004
84004;84191
78420;84004
76771;84004
76907;84004
79273;84004
82470;84004
84004;84272
75500;77339
75500;78261
75500;78653
75500;78684
77339;79870
77339;79632
77339;82652
78261;79405
75810;78261
78261;86136
78261;82041
78261;78397
78261;80225
78261;81506
78653;85936
78653;82605
77932;78653
78362;78653
78240;78653
78653;82030
78653;83532
78162;78684
78684;78955
78684;79923
78684;81542
75501;75894
75501;78090
75501;80019
75501;81729
75501;82455
75501;84485
75501;84570
75501;85299
75501;85444
75894;76697
75894;76857
75894;77961
75894;81347
75894;83094
75894;86224
76149;78090
78090;83438
77792;78090
78090;82760
78090;80486
78090;81282
78090;83092
80019;83168
80019;82437
79811;80019
75648;80019
80019;80528
80019;84255
80019;84481
78725;80019
79385;80019
79103;81729
80076;81729
79209;81729
80357;81729
78693;81729
81729;83214
82455;84469
79720;82455
80114;82455
82455;85838
78755;82455
78148;82455
79173;82455
81297;82455
82455;84427
79037;82455
82020;82455
82455;85778
82455;86126
83133;84485
84485;85672
84485;85835
80871;84485
78476;84485
75903;84570
82289;84570
84570;84578
84570;85535
83010;85299
85299;85464
77926;85299
85299;85301
83438;85444
80744;85444
76852;85444
82958;85444
78784;85444
79004;85444
80067;85444
75502;79666
79666;80092
75503;82968
80422;82968
79106;82968
82968;84647
78258;82968
75504;79355
75504;79531
75504;82717
75504;85023
79355;82437
75558;79355
79355;80478
77582;79355
79355;84828
79355;84045
79531;85786
76135;79531
82717;82915
82717;85450
77409;82717
77036;82717
78145;82717
83820;85023
79420;85023
75505;79732
75505;80380
75505;81696
75505;85036
79732;79952
75629;79732
79520;79732
78820;79732
79732;83249
79667;79732
79732;85879
79732;85510
79732;82055
79732;85597
80380;85290
80380;82654
80380;85712
80155;81696
81696;84022
81696;83175
81806;85036
85036;86200
82501;85036
85036;86026
75506;80020
75506;81189
75506;84992
75573;80020
78491;80020
80020;85593
78046;80020
80020;80175
81189;82631
81189;81743
78671;81189
76149;84992
79624;84992
76175;84992
78553;84992
78950;84992
77901;84992
84992;85531
81764;84992
81593;84992
80681;84992
75507;78915
75507;83218
75507;85456
75507;85889
78915;85598
77969;78915
77325;78915
78502;83218
78340;83218
82855;83218
76957;85456
85307;85456
78943;85456
81384;85889
79520;85889
82602;85889
76804;85889
82188;85889
75508;79721
75508;80433
75508;80968
75508;81376
75508;83457
75508;83555
75508;84285
75721;79721
75955;79721
77988;79721
79721;81576
79721;82718
79721;82101
79750;80433
75955;80433
80433;82314
78151;80433
76809;80433
80433;83501
80433;83862
80433;83224
80433;83098
80968;81508
80465;81376
77345;81376
81376;83073
83324;83457
78784;83457
78636;83457
83526;83555
80122;83555
80307;83555
80437;83555
80898;84285
83558;84285
84285;86179
83266;84285
79668;84285
75509;75739
75509;76149
75509;79395
75509;80284
75509;82367
75509;83904
75509;85919
75739;77569
75739;79239
76149;78847
76149;80669
76149;80754
76149;82318
76149;84269
76149;85523
76149;85692
75518;79395
79395;83957
78712;79395
78722;79395
79395;79415
79395;85997
80284;83054
75760;80284
80200;80284
77148;80284
75539;82367
77881;82367
81811;82367
82367;85488
76423;82367
76621;82367
76943;82367
82367;85274
82367;84745
82326;83904
78220;83904
79940;83904
78654;83904
79183;83904
75918;85919
76353;85919
77060;85919
80862;85919
83898;85919
75510;78809
75510;84594
76083;78809
78809;85669
78809;80910
78809;84658
80399;84594
82247;84594
82382;84594
79930;84594
82304;84594
75511;75664
75511;76404
75511;78547
75511;80348
75511;85002
75664;75850
75664;76056
75664;78112
75664;80997
75664;81841
75664;82238
75664;82897
76404;84897
76404;77787
76404;79534
76404;83083
76404;84369
78547;79237
80348;85862
80348;81846
80348;85092
80348;84006
80348;82732
80348;85161
79466;85002
76454;85002
78330;85002
79806;85002
77583;84094
76427;77583
77583;79700
77583;80002
75618;79797
79797;86133
79797;83248
80699;85820
80699;81932
80699;83890
76968;80699
80699;82444
78458;80699
78539;80699
80141;82148
82148;85413
79680;82148
80272;83277
80817;83277
76767;83277
83277;84042
83277;84343
83277;83363
