source;target
101619;98612
103326;98612
108583;98612
110476;98612
117142;98612
98613;99144
101738;98613
106294;98613
107141;98613
108033;98613
110423;98613
111230;98613
106557;98614
110980;98614
112391;98614
114326;98614
120938;98614
102735;98615
103776;98615
105926;98615
112531;98615
115138;98615
118428;98615
120889;98615
121111;98615
122919;98615
103074;98616
106180;98616
108016;98616
113534;98616
115431;98616
116564;98616
116666;98616
117097;98616
101089;98617
101645;98617
102176;98617
106814;98617
109520;98617
100787;98618
103206;98618
113755;98618
115960;98618
117746;98618
118317;98618
118901;98618
120741;98618
102785;98619
103091;98619
103776;98619
105412;98619
107090;98619
108769;98619
115938;98619
116207;98619
117887;98619
119952;98619
120041;98619
120598;98619
121265;98619
121562;98619
100087;98620
102434;98620
102789;98620
110813;98620
110832;98620
113095;98620
113776;98620
115837;98620
120688;98620
98621;99686
98621;99785
101480;98621
110433;98621
113307;98621
117229;98621
118247;98621
120021;98621
103577;98622
107160;98622
107849;98622
110935;98622
111933;98622
115042;98622
122885;98622
101605;98623
106277;98623
116929;98623
120167;98623
120209;98623
101633;98624
107861;98624
108507;98624
110807;98624
112470;98624
113587;98624
114561;98624
115837;98624
102296;98625
102436;98625
103667;98625
103761;98625
110090;98625
110902;98625
111738;98625
121633;98625
98626;98926
98626;99740
98626;99891
104164;98626
105290;98626
105748;98626
108597;98626
109932;98626
110543;98626
114136;98626
116972;98626
119011;98626
98627;99945
103117;98627
104184;98627
107680;98627
108573;98627
111081;98627
111634;98627
113742;98627
114604;98627
119353;98627
104044;98628
104198;98628
106010;98628
106393;98628
111698;98628
119569;98628
101156;98629
102882;98629
106102;98629
107718;98629
108504;98629
109674;98629
111297;98629
111668;98629
119977;98629
121283;98629
98630;98910
98630;99567
103374;98630
104195;98630
105359;98630
108075;98630
116803;98630
98631;98687
100543;98631
104078;98631
104479;98631
104767;98631
109275;98631
113942;98631
115203;98631
98632;99044
105109;98632
106229;98632
109586;98632
112876;98632
113372;98632
118822;98632
102491;98633
107325;98633
109177;98633
111455;98633
112966;98633
113060;98633
118223;98633
123195;98633
100338;98634
100888;98634
104289;98634
106094;98634
108497;98634
111275;98634
112023;98634
113192;98634
120229;98634
121281;98634
100632;98635
101131;98635
103150;98635
103205;98635
104642;98635
111767;98635
115337;98635
118023;98635
119848;98635
121258;98635
98636;99050
102812;98636
103736;98636
103890;98636
103962;98636
108172;98636
115821;98636
118995;98636
122115;98636
122562;98636
98637;99415
108117;98637
118005;98637
118542;98637
121813;98637
100782;98638
108087;98638
109736;98638
110319;98638
111208;98638
111735;98638
113215;98638
113296;98638
115209;98638
117594;98638
98639;99270
100125;98639
109082;98639
114874;98639
122426;98639
106937;98640
108216;98640
113903;98640
119970;98640
122014;98640
101270;98641
103738;98641
104190;98641
112197;98641
113835;98641
113893;98641
115165;98641
118798;98641
121704;98641
122356;98641
115949;98642
117247;98642
118827;98642
119269;98642
119286;98642
122260;98642
98643;99355
105588;98643
105769;98643
107037;98643
107190;98643
121530;98643
100322;98644
101173;98644
102310;98644
107140;98644
110147;98644
111440;98644
113335;98644
115181;98644
118950;98644
119723;98644
123007;98644
105595;98645
113044;98645
115506;98645
116000;98645
119220;98645
109572;98646
116252;98646
116455;98646
119970;98646
98647;99037
101804;98647
101926;98647
110666;98647
111926;98647
113753;98647
122774;98647
105808;98648
113407;98648
114622;98648
117465;98648
118481;98648
119087;98648
101217;98649
105283;98649
105540;98649
109792;98649
112129;98649
113974;98649
114916;98649
116259;98649
118289;98649
120117;98649
123134;98649
105997;98650
106532;98650
112257;98650
112601;98650
113237;98650
113427;98650
113791;98650
115639;98650
116110;98650
118869;98650
122104;98650
101916;98651
104459;98651
106983;98651
117340;98651
117873;98651
118869;98651
120026;98651
121590;98651
101199;98652
109344;98652
111019;98652
111303;98652
114256;98652
119863;98652
122072;98652
122664;98652
100240;98653
108487;98653
111315;98653
111541;98653
112549;98653
120447;98653
103077;98654
104878;98654
109679;98654
122045;98654
102334;98655
102337;98655
103353;98655
107034;98655
107787;98655
111554;98655
112599;98655
113569;98655
114771;98655
115797;98655
118063;98655
118975;98655
120221;98655
120720;98655
101363;98656
106268;98656
108147;98656
108274;98656
117105;98656
121605;98656
98657;99362
107160;98657
114129;98657
115367;98657
115980;98657
116929;98657
122047;98657
122723;98657
100142;98658
101109;98659
103745;98659
109337;98659
109449;98659
114984;98659
115810;98659
117666;98659
120471;98659
122057;98659
98660;99483
112671;98660
113270;98660
114267;98660
116316;98660
116769;98660
119373;98660
120807;98660
121264;98660
121913;98660
122256;98660
100444;98661
102730;98661
103667;98661
105988;98661
115648;98661
116388;98661
118580;98661
120106;98661
98662;99776
103087;98662
115660;98662
116676;98662
120914;98662
121582;98662
98663;99396
100459;98663
107625;98663
118497;98663
98664;99049
117123;98664
118887;98664
119446;98664
100436;98665
106313;98665
110686;98665
111153;98665
111631;98665
116353;98665
118876;98665
119469;98665
100802;98666
101549;98666
110892;98666
115134;98666
121128;98666
121603;98666
108664;98667
111020;98667
111307;98667
114755;98667
116625;98667
117041;98667
119230;98667
120472;98667
120906;98667
98668;99616
101722;98668
103853;98668
107819;98668
