source;target
75439;75979
75439;76332
75439;80367
75439;80675
75439;81674
75439;83497
75979;83718
75979;82840
76263;76332
76332;83696
76332;85500
76332;85839
79263;80367
80367;84490
80367;85926
76988;80367
80367;80778
80367;84039
80675;81745
80235;80675
76230;81674
77721;81674
81674;81941
77038;83497
83497;85806
80880;83497
83431;83497
75440;75507
75440;76075
75440;76739
75440;77769
75440;80255
75440;82866
75440;84295
75440;85365
75440;85552
75440;85764
75507;77024
75507;77951
75507;80194
75507;81104
75507;83137
75507;85259
76075;81727
76075;84272
76075;84607
76075;85841
76739;81027
76739;80161
76638;76739
76739;77524
76739;82294
77769;85316
76560;77769
77769;86138
77769;83767
75476;80255
80255;84195
77848;80255
80530;82866
82866;83483
82866;85093
76210;82866
79548;82866
82012;82866
80700;84295
78541;84295
78534;84295
79910;84295
78923;84295
84295;85247
75472;85365
77545;85365
75727;85365
77724;85365
85365;86127
83192;85365
80944;85365
85117;85365
75478;85552
82146;85552
77537;85552
83298;85552
76456;85764
84516;85764
81111;85764
84308;85764
77893;85764
79518;85764
82629;85764
75441;76601
75441;77830
75441;82577
75441;85261
76601;78957
76601;82608
76601;79367
76601;81090
76601;81785
76601;82460
77830;80901
77814;77830
82577;84765
81704;82577
78266;85261
82363;85261
83630;85261
81975;85261
75442;79060
75442;80333
75479;79060
79060;81685
79060;84813
80333;80665
78277;80333
80333;84929
80333;80448
80333;84048
75443;78205
75443;81265
78205;82641
77981;78205
78205;83097
81265;85160
81265;84635
81265;83188
76500;81265
80183;81265
81265;82136
75444;80214
75444;83128
75444;85080
75477;80214
80214;82376
77774;80214
76747;80214
80214;83800
80214;82036
80214;85955
80214;85851
80214;85147
75603;83128
75849;83128
82371;83128
83128;83208
83128;84858
76038;85080
80149;85080
80961;85080
84527;85080
75445;77726
75445;79011
75445;82308
75445;83469
77726;80948
77726;78393
77726;83981
79011;83556
79011;84182
79011;81499
79011;81200
79011;82229
79011;83300
75461;82308
75783;82308
82308;82501
76468;83469
76798;83469
77226;83469
83469;83676
78858;83469
82392;83469
83469;84654
81941;83469
75446;79931
75446;85062
76663;79931
79931;86098
79931;84456
79931;83677
79979;85062
85062;85093
80718;85062
85062;85756
83599;85062
81202;85062
80969;85062
75447;82731
75447;85669
75447;85681
82731;83161
80629;82731
79002;82731
83773;85669
83577;85669
83143;85669
80873;85669
82878;85669
75518;85681
78014;85681
75448;77072
75448;80719
75448;80908
75448;82480
77072;84880
76226;77072
77072;86076
76068;80719
80719;85214
80719;83584
75682;80908
78582;80908
77740;80908
77457;80908
79936;80908
78997;82480
79903;82480
82447;82480
75449;76744
75449;77394
75449;79825
75449;81450
75449;82527
75449;84717
75449;84906
76311;76744
77394;79087
77394;78025
77394;78900
77394;80365
77394;82253
79383;79825
77550;79825
79825;81935
79825;81939
77605;79825
77534;81450
81450;85926
77956;81450
81450;85692
82527;84011
82527;83228
76379;82527
82527;83748
82527;86044
81781;82527
80627;84717
75932;84717
81808;84717
84507;84717
77984;84717
82902;84717
84202;84717
75803;84906
76162;84906
76438;84906
78582;84906
77343;84906
78124;84906
80125;84906
75450;76717
76280;76717
76717;77671
76717;77699
76717;84809
75451;76944
75451;78421
75451;85545
76944;84007
76944;84240
76514;78421
82594;85545
76147;85545
85545;86182
78182;85545
84463;85545
75452;77743
75452;83065
75452;83255
76727;77743
77479;77743
77743;80484
77743;79638
77743;82949
83065;84860
78447;83065
76756;83065
83065;86019
77609;83065
83065;84775
75783;83255
77683;83255
75453;78102
75453;80567
75453;81110
75453;81198
75453;82955
78102;79951
78102;82926
78102;85157
77941;80567
79381;80567
80567;81424
79688;81110
78741;81110
77290;81110
77455;81110
81110;84648
81005;81110
78144;81110
80828;81110
81198;82150
80664;81198
81198;82373
82492;82955
82955;84660
79327;82955
82955;83694
78863;82955
82955;84420
82955;83586
75454;80112
75454;81849
75454;82689
75454;83697
75454;83911
80112;85238
78532;80112
78221;81849
81849;84831
81849;86040
76733;81849
81849;84677
79277;81849
81849;85509
79988;82689
82689;85755
82689;83150
78953;83697
75709;83697
83267;83697
76098;83911
76041;83911
78367;83911
83911;85189
75455;77556
75455;77585
75455;77764
75455;77825
75455;79234
75455;79801
75455;82196
75455;84435
75455;85105
77556;84723
77556;82758
77556;80891
77556;83900
77585;85388
77585;81730
77585;83061
77585;85371
77585;78320
77585;85538
77764;83867
77764;79342
77485;77764
77764;85300
77825;81270
77825;84880
77825;84932
77825;84209
79234;80777
79234;82788
79234;79850
76867;79234
78444;79234
79801;80380
79801;80846
79801;82276
79801;84348
79801;86181
79801;84053
78594;82196
82196;84927
82196;84078
79128;82196
79981;82196
78897;82196
78445;82196
78540;82196
81098;84435
79446;84435
84435;86159
78786;84435
85105;86192
85105;86041
75456;77037
75456;79294
75456;79347
75456;84939
77037;78939
77037;78765
77037;78186
77037;79854
77037;82496
79294;84357
77565;79294
79294;80934
79294;83151
79294;81151
79294;82432
79347;81589
79035;79347
80396;84939
78159;84939
77081;84939
77422;84939
79168;84939
75457;79782
75457;81678
75457;81767
75457;85771
79782;79913
79782;83828
76665;79782
79160;79782
79782;81037
76423;81678
77021;81678
79568;81678
77215;81767
80403;81767
81767;82296
78727;81767
80524;81767
77678;81767
81767;83186
80132;81767
77673;85771
82781;85771
84484;85771
75458;78579
75458;78678
75458;83683
75458;84723
78063;78579
78579;82411
78579;79790
78678;81217
75973;78678
78539;78678
76012;78678
78678;80727
78678;81627
78678;84785
78678;85044
76225;83683
79279;83683
83282;83683
83683;86114
75777;84723
81824;84723
84367;84723
76972;84723
83676;84723
80542;84723
75459;81193
75459;83157
75459;85205
75459;85831
76070;81193
76223;81193
80952;81193
79154;81193
76650;81193
80129;81193
77000;81193
77984;81193
78525;81193
79700;81193
82296;83157
81908;83157
81202;83157
84777;85205
82702;85205
75837;85205
79921;85205
76494;85205
81496;85205
78430;85831
84354;85831
85007;85831
76505;85831
79161;85831
84698;85831
83075;85831
75460;75782
75460;77325
75460;79529
75460;79599
75460;81329
75460;81951
75460;83608
75460;83667
75782;77504
75782;85752
77325;81303
77325;86131
77325;84694
79529;82216
79529;85628
77383;79529
79599;84321
76683;79599
81329;82228
81329;83173
77049;81329
76619;81329
79315;81329
81329;84173
81329;84448
78011;81329
81661;81951
82694;83608
83608;83871
83667;85421
80733;83667
83667;84885
75461;76024
75461;80451
76024;77620
76024;78454
76024;80481
76024;83741
76024;84429
76024;85077
80451;85842
77204;80451
80451;82424
75462;84447
75462;84492
75462;86039
75462;86210
80418;84447
79568;84447
80266;84492
79037;84492
79935;84492
77860;86039
79057;86039
78357;86039
77761;86039
78583;86039
81151;86039
83480;86039
76273;86210
83191;86210
82990;86210
84798;86210
81478;86210
83807;86210
75463;77808
75463;79383
75463;80131
75463;80477
75463;80532
75463;81575
75463;81619
75463;82228
75463;82900
75463;83161
77808;84105
77808;79385
77808;83166
77808;83771
76714;77808
77808;84297
77808;83319
78356;79383
79383;83641
80131;84107
76922;80131
80131;84379
80131;85308
80131;84999
79726;80477
80532;83316
79606;80532
80532;85941
80532;84737
80532;82310
80532;81091
80001;80532
81575;86198
77272;81619
77431;81619
81619;82118
81619;84697
82059;82228
82228;82826
80362;82228
76284;82228
79787;82228
